gender,sport,location,year,rank,name,country,results 
M,5000m,athens,2004,8,craig mottram,AUS,0:13:25.70
M,5000m,athens,2004,9,hicham bellani,MAR,0:13:31.81
M,5000m,athens,2004,10,ali saidi-sief,ALG,0:13:32.57
M,5000m,athens,2004,11,tim broe,USA,0:13:33.06
M,5000m,athens,2004,12,alistair ian cragg,IRL,0:13:43.06
M,5000m,athens,2004,13,abderrahim goumri,MAR,0:13:47.27
M,5000m,athens,2004,14,samir moussaoui,ALG,0:14:02.01
W,5000m,athens,2004,1,meseret defar,ETH,0:14:45.65
W,5000m,athens,2004,2,isabella ochichi,KEN,0:14:48.19
W,5000m,athens,2004,3,tirunesh dibaba,ETH,0:14:51.83
W,5000m,athens,2004,4,yelena zadorozhnaya,RUS,0:14:55.52
W,5000m,athens,2004,5,joanne pavey,GBR,0:14:57.87
W,5000m,athens,2004,6,gulnara galkina-samitova,RUS,0:15:02.30
W,5000m,athens,2004,7,irina mikitenko,GER,0:15:03.36
W,5000m,athens,2004,8,yingjie sun,CHN,0:15:07.23
W,5000m,athens,2004,9,huina xing,CHN,0:15:07.41
W,5000m,athens,2004,10,sentayehu ejigu,ETH,0:15:09.55
W,5000m,athens,2004,11,margaret maury,FRA,0:15:09.77
W,5000m,athens,2004,12,elvan abeylegesse,TUR,0:15:12.64
W,5000m,athens,2004,13,liliya shobukhova,RUS,0:15:15.64
W,5000m,athens,2004,14,sonia o'sullivan,IRL,0:16:20.90
M,10000m,athens,2004,1,kenenisa bekele,ETH,0:27:05.10
M,10000m,athens,2004,2,sileshi sihine,ETH,0:27:09.39
M,10000m,athens,2004,3,zersenay tadesse,ERI,0:27:22.57
M,10000m,athens,2004,4,boniface kiprop toroitich,UGA,0:27:25.48
M,10000m,athens,2004,5,haile gebrselassie,ETH,0:27:27.70
M,10000m,athens,2004,6,john cheruiyot korir,KEN,0:27:41.91
M,10000m,athens,2004,7,moses cheruiyot mosop,KEN,0:27:46.61
M,10000m,athens,2004,8,ismail sghyr,FRA,0:27:57.09
M,10000m,athens,2004,9,jose manuel martinez,ESP,0:27:57.61
M,10000m,athens,2004,10,fabiano joseph,TAN,0:28:01.94
M,10000m,athens,2004,11,wilson busienei,UGA,0:28:10.75
M,10000m,athens,2004,12,daniel browne,USA,0:28:14.53
M,10000m,athens,2004,13,charles kamathi,KEN,0:28:17.08
M,10000m,athens,2004,14,kamiel maase,NED,0:28:23.39
M,10000m,athens,2004,15,abdihakem abdirahman,USA,0:28:26.26
M,10000m,athens,2004,16,yonas kifle,ERI,0:28:29.87
M,10000m,athens,2004,17,dieudonne disi,RWA,0:28:43.19
M,10000m,athens,2004,18,mohamed amyn,MAR,0:28:55.96
M,10000m,athens,2004,19,ryuji ono,JPN,0:29:06.50
M,10000m,athens,2004,20,teodoro vega,MEX,0:29:06.55
M,10000m,athens,2004,21,josé david galván,MEX,0:29:38.05
W,10000m,athens,2004,1,huina xing,CHN,0:30:24.36
W,10000m,athens,2004,2,ejegayehu dibaba,ETH,0:30:24.98
W,10000m,athens,2004,3,derartu tulu,ETH,0:30:26.42
W,10000m,athens,2004,4,werknesh kidane,ETH,0:30:28.30
W,10000m,athens,2004,5,lornah kiplagat,NED,0:30:31.92
W,10000m,athens,2004,6,yingjie sun,CHN,0:30:54.37
W,10000m,athens,2004,7,jelena prokopcuka,LAT,0:31:04.10
W,10000m,athens,2004,8,lidiya grigoryeva,RUS,0:31:04.62
W,10000m,athens,2004,9,lucy wangui kabuu,KEN,0:31:05.90
W,10000m,athens,2004,10,helena javornik,SLO,0:31:06.63
W,10000m,athens,2004,11,mihaela maria prundus,ROU,0:31:11.24
W,10000m,athens,2004,12,kathy butler,GBR,0:31:41.13
W,10000m,athens,2004,13,megumi tanaka,JPN,0:31:42.18
W,10000m,athens,2004,14,marie davenport,IRL,0:31:50.49
W,10000m,athens,2004,15,sabrina mockenhaupt,GER,0:32:00.85
W,10000m,athens,2004,16,alice timbilil,KEN,0:32:12.57
W,10000m,athens,2004,17,sally barsosio,KEN,0:32:14.00
W,10000m,athens,2004,18,harumi hiroyama,JPN,0:32:15.12
W,10000m,athens,2004,19,elva dryer,USA,0:32:18.16
W,10000m,athens,2004,20,aniko kalovics,HUN,0:32:21.47
W,10000m,athens,2004,21,kate o'neill,USA,0:32:24.04
W,10000m,athens,2004,22,galina bogomolova,RUS,0:32:25.10
W,10000m,athens,2004,23,adriana fernandez,MEX,0:32:29.57
W,10000m,athens,2004,24,benita willis,AUS,0:32:32.01
W,10000m,athens,2004,25,haley mcgregor,AUS,0:33:35.27
W,10000m,athens,2004,26,kayoko fukushi,JPN,0:33:48.66
W,10000m,athens,2004,27,natalia cerches,MDA,0:34:04.97
M,marathon,athens,2004,1,stefano baldini,ITA,2:10:55.00
M,marathon,athens,2004,2,mebrahtom keflezighi,USA,2:11:29.00
M,marathon,athens,2004,3,vanderlei de lima,BRA,2:12:11.00
M,marathon,athens,2004,4,jon brown,GBR,2:12:26.00
M,marathon,athens,2004,5,shigeru aburaya,JPN,2:13:11.00
M,marathon,athens,2004,6,toshinari suwa,JPN,2:13:24.00
M,marathon,athens,2004,7,erick wainaina,KEN,2:13:30.00
M,marathon,athens,2004,8,alberto chaica,POR,2:14:17.00
M,marathon,athens,2004,9,alberico di cecco,ITA,2:14:34.00
M,marathon,athens,2004,10,paul tergat,KEN,2:14:45.00
M,marathon,athens,2004,11,jaouad gharib,MAR,2:15:12.00
M,marathon,athens,2004,12,alan culpepper,USA,2:15:26.00
M,marathon,athens,2004,13,leonid shvetsov,RUS,2:15:28.00
M,marathon,athens,2004,14,bong-ju lee,KOR,2:15:33.00
M,marathon,athens,2004,15,ambesse tolosa,ETH,2:15:39.00
M,marathon,athens,2004,16,gert thys,RSA,2:16:08.00
M,marathon,athens,2004,17,young joon ji,KOR,2:16:14.00
M,marathon,athens,2004,18,antoni pena,ESP,2:16:38.00
M,marathon,athens,2004,19,georgiy andreyev,RUS,2:16:55.00
M,marathon,athens,2004,20,haile satayin,ISR,2:17:25.00
M,marathon,athens,2004,21,jonathan wyatt,NZL,2:17:45.00
M,marathon,athens,2004,22,janne holmen,FIN,2:17:50.00
M,marathon,athens,2004,23,dan robinson,GBR,2:17:53.00
M,marathon,athens,2004,24,nikolaos polias,GRE,2:17:56.00
M,marathon,athens,2004,25,ndabili bashingili,BOT,2:18:09.00
M,marathon,athens,2004,26,pavel loskutov,EST,2:18:09.00
M,marathon,athens,2004,27,jose rios,ESP,2:18:40.00
M,marathon,athens,2004,28,lee troop,AUS,2:18:46.00
M,marathon,athens,2004,29,michael buchleitner,AUT,2:19:19.00
M,marathon,athens,2004,30,anuradha indrajith cooray,SRI,2:19:24.00
M,marathon,athens,2004,31,zhuhong li,CHN,2:19:26.00
M,marathon,athens,2004,32,joachim nshimirimana,BDI,2:19:31.00
M,marathon,athens,2004,33,dale warrender,NZL,2:19:42.00
M,marathon,athens,2004,34,waldemar glinka,POL,2:19:43.00
M,marathon,athens,2004,35,myong chol jong,PRK,2:19:47.00
M,marathon,athens,2004,36,el hassan lahssini,FRA,2:19:50.00
M,marathon,athens,2004,37,michal bartoszak,POL,2:20:20.00
M,marathon,athens,2004,38,ahmed jumaa jaber,QAT,2:20:27.00
M,marathon,athens,2004,39,ali mabrouk el zaidi,LBA,2:20:31.00
M,marathon,athens,2004,40,samson ramadhani,TAN,2:20:38.00
M,marathon,athens,2004,41,myongseung lee,KOR,2:21:01.00
M,marathon,athens,2004,42,tomoaki kunichika,JPN,2:21:13.00
M,marathon,athens,2004,43,jose alirio carrasco,COL,2:21:14.00
M,marathon,athens,2004,44,ernest ndissipou,CAF,2:21:23.00
M,marathon,athens,2004,45,nicholas harrison,AUS,2:21:42.00
M,marathon,athens,2004,46,tereje wodajo,ETH,2:21:53.00
M,marathon,athens,2004,47,aguelmis rojas,CUB,2:21:59.00
M,marathon,athens,2004,48,abel chimukoko,ZIM,2:22:09.00
M,marathon,athens,2004,49,said belhout,ALG,2:22:32.00
M,marathon,athens,2004,50,matt o'dowd,GBR,2:22:37.00
M,marathon,athens,2004,51,juan carlos cardona,COL,2:22:49.00
M,marathon,athens,2004,52,daniele caimmi,ITA,2:23:07.00
M,marathon,athens,2004,53,joao n'tyamba,ANG,2:23:26.00
M,marathon,athens,2004,54,roman kejzar,SLO,2:23:34.00
M,marathon,athens,2004,55,procopio franco,MEX,2:23:34.00
M,marathon,athens,2004,56,wen-chien wu,TPE,2:23:54.00
M,marathon,athens,2004,57,antoni bernado,AND,2:23:55.00
M,marathon,athens,2004,58,julio rey,ESP,2:24:54.00
M,marathon,athens,2004,59,asaf bimro,ISR,2:25:20.00
M,marathon,athens,2004,60,sisay bezabeh,AUS,2:25:26.00
M,marathon,athens,2004,61,silvio guerra,ECU,2:25:29.00
M,marathon,athens,2004,62,mathias ntawulikura,RWA,2:26:05.00
M,marathon,athens,2004,63,robert stefko,CZE,2:27:12.00
M,marathon,athens,2004,64,jose amado garcia,GUA,2:27:13.00
M,marathon,athens,2004,65,daniel browne,USA,2:27:17.00
M,marathon,athens,2004,66,gang han,CHN,2:27:31.00
M,marathon,athens,2004,67,eduardo buenavista,PHI,2:28:18.00
M,marathon,athens,2004,68,driss el himer,FRA,2:29:07.00
M,marathon,athens,2004,69,andres espinosa,MEX,2:29:43.00
M,marathon,athens,2004,70,mpesela ntlot soeu,LES,2:30:19.00
M,marathon,athens,2004,71,franklin tenorio,ECU,2:31:12.00
M,marathon,athens,2004,72,jose ernani palalia,MEX,2:31:41.00
M,marathon,athens,2004,73,dmitriy burmakin,RUS,2:31:51.00
M,marathon,athens,2004,74,mindaugas pukstas,LTU,2:33:02.00
M,marathon,athens,2004,75,ser-od bat-ochiryn,MGL,2:33:24.00
M,marathon,athens,2004,76,ronghua zhu,CHN,2:34:02.00
M,marathon,athens,2004,77,alfredo arevalo,GUA,2:34:02.00
M,marathon,athens,2004,78,antonio carlos zeferino,CPV,2:36:22.00
M,marathon,athens,2004,79,valery pisarev,KGZ,2:40:10.00
M,marathon,athens,2004,80,zepherinus joseph,LCA,2:44:19.00
M,marathon,athens,2004,81,marcel matanin,SVK,2:50:26.00
W,marathon,athens,2004,1,mizuki noguchi,JPN,2:26:20.00
W,marathon,athens,2004,2,catherine ndereba,KEN,2:26:32.00
W,marathon,athens,2004,3,deena kastor,USA,2:27:20.00
W,marathon,athens,2004,4,elfenesh alemu,ETH,2:28:15.00
W,marathon,athens,2004,5,reiko tosa,JPN,2:28:44.00
W,marathon,athens,2004,6,olivera jevtic,SCG,2:31:15.00
W,marathon,athens,2004,7,naoko sakamoto,JPN,2:31:43.00
W,marathon,athens,2004,8,lyudmila petrova,RUS,2:31:56.00
W,marathon,athens,2004,9,svetlana zakharova,RUS,2:32:04.00
W,marathon,athens,2004,10,bruna genovese,ITA,2:32:50.00
W,marathon,athens,2004,11,alice chelangat,KEN,2:33:52.00
W,marathon,athens,2004,12,shujing zhang,CHN,2:34:34.00
W,marathon,athens,2004,13,nuta olaru,ROU,2:34:45.00
W,marathon,athens,2004,14,zivile balciunaite,LTU,2:35:01.00
W,marathon,athens,2004,15,corinne raux,FRA,2:35:54.00
W,marathon,athens,2004,16,rosaria console,ITA,2:35:56.00
W,marathon,athens,2004,17,malgorzata sobanska,POL,2:36:43.00
W,marathon,athens,2004,18,luminita zaituc,GER,2:36:45.00
W,marathon,athens,2004,19,eunjeong lee,KOR,2:37:23.00
W,marathon,athens,2004,20,constantina tomescu,ROU,2:37:31.00
W,marathon,athens,2004,21,yong ok jong,PRK,2:37:52.00
W,marathon,athens,2004,22,helan li,CHN,2:37:53.00
W,marathon,athens,2004,23,yun-hui jeong,KOR,2:38:57.00
W,marathon,athens,2004,24,stine larsen,NOR,2:39:55.00
W,marathon,athens,2004,25,liz yelling,GBR,2:40:13.00
W,marathon,athens,2004,26,maria abel,ESP,2:40:13.00
W,marathon,athens,2004,27,hafida izem,MAR,2:40:46.00
W,marathon,athens,2004,28,anna pichrtova,CZE,2:40:58.00
W,marathon,athens,2004,29,tracey morris,GBR,2:41:00.00
W,marathon,athens,2004,30,kenza wahbi,MAR,2:41:36.00
W,marathon,athens,2004,31,kerryn mccann,AUS,2:41:41.00
W,marathon,athens,2004,32,beatriz ros,ESP,2:41:51.00
W,marathon,athens,2004,33,chunxiu zhou,CHN,2:42:54.00
W,marathon,athens,2004,34,jennifer rhines,USA,2:43:52.00
W,marathon,athens,2004,35,kyung hee choi,KOR,2:44:05.00
W,marathon,athens,2004,36,sandra ruales,ECU,2:44:28.00
W,marathon,athens,2004,37,maria dolores pulido,ESP,2:44:33.00
W,marathon,athens,2004,38,margarita tapia,MEX,2:46:14.00
W,marathon,athens,2004,39,colleen de reuck,USA,2:46:30.00
W,marathon,athens,2004,40,albina mayorova,RUS,2:47:23.00
W,marathon,athens,2004,41,grazyna syrek,POL,2:47:26.00
W,marathon,athens,2004,42,nili avramski,ISR,2:48:08.00
W,marathon,athens,2004,43,clarisse rasoarizay,MAD,2:48:14.00
W,marathon,athens,2004,44,jane salumae,EST,2:48:47.00
W,marathon,athens,2004,45,simona staicu,HUN,2:48:57.00
W,marathon,athens,2004,46,angelica sanchez,MEX,2:49:04.00
W,marathon,athens,2004,47,helena sampaio,POR,2:49:18.00
W,marathon,athens,2004,48,beata rakonczai,HUN,2:49:41.00
W,marathon,athens,2004,49,annemette jensen,DEN,2:50:01.00
W,marathon,athens,2004,50,yeoryia abatzidou,GRE,2:50:01.00
W,marathon,athens,2004,51,liza hunter-galvan,NZL,2:50:23.00
W,marathon,athens,2004,52,hafida gadi,FRA,2:50:29.00
W,marathon,athens,2004,53,gulsara dadabaeva,TJK,2:50:45.00
W,marathon,athens,2004,54,epiphanie nyirabarame,RWA,2:52:50.00
W,marathon,athens,2004,55,sandra torres,ARG,2:54:48.00
W,marathon,athens,2004,56,bun hui jo,PRK,2:55:54.00
W,marathon,athens,2004,57,yu-fang hsu,TPE,2:55:58.00
W,marathon,athens,2004,58,erika olivera,CHI,2:57:14.00
W,marathon,athens,2004,59,mariela gonzalez,CUB,3:02:20.00
W,marathon,athens,2004,60,ida kovacs,HUN,3:03:21.00
W,marathon,athens,2004,61,svetlana tkach-shepeleva,MDA,3:03:29.00
W,marathon,athens,2004,62,ana dias,POR,3:08:11.00
W,marathon,athens,2004,63,inga juodeskiene,LTU,3:09:18.00
W,marathon,athens,2004,64,mamokete lechela,LES,3:11:56.00
W,marathon,athens,2004,65,agueda amaral,TLS,3:18:25.00
W,marathon,athens,2004,66,otgonbayar luvsanlundeg,MGL,3:48:42.00
M,100m,sydney,2000,1,maurice greene,USA,0:00:9.87
M,100m,sydney,2000,2,ato boldon,TTO,0:00:9.99
M,100m,sydney,2000,3,obadele thompson,BAR,0:00:10.04
M,100m,sydney,2000,4,dwain chambers,GBR,0:00:10.08
M,100m,sydney,2000,5,jon drummond,USA,0:00:10.09
M,100m,sydney,2000,6,darren campbell,GBR,0:00:10.13
M,100m,sydney,2000,7,kim collins,SKN,0:00:10.17
W,100m,sydney,2000,1,aikaterini thanou,GRE,0:00:11.12
W,100m,sydney,2000,2,tanya lawrence,JAM,0:00:11.18
W,100m,sydney,2000,3,merlene ottey-page,JAM,0:00:11.19
W,100m,sydney,2000,4,zhanna pintusevych,UKR,0:00:11.20
W,100m,sydney,2000,5,chandra sturrup,BAH,0:00:11.21
W,100m,sydney,2000,6,sevatheda fynes,BAH,0:00:11.22
W,100m,sydney,2000,7,debbie ferguson-mckenzie,BAH,0:00:11.29
M,200m,sydney,2000,1,kostas kenteris,GRE,0:00:20.09
M,200m,sydney,2000,2,darren campbell,GBR,0:00:20.14
M,200m,sydney,2000,3,ato boldon,TTO,0:00:20.20
M,200m,sydney,2000,4,obadele thompson,BAR,0:00:20.20
M,200m,sydney,2000,5,christian malcolm,GBR,0:00:20.23
M,200m,sydney,2000,6,claudinei silva,BRA,0:00:20.28
M,200m,sydney,2000,7,coby miller,USA,0:00:20.35
M,200m,sydney,2000,8,john capel,USA,0:00:20.49
W,200m,sydney,2000,1,pauline elaine davis,BAH,0:00:22.27
W,200m,sydney,2000,2,susanthika jayasinghe,SRI,0:00:22.28
W,200m,sydney,2000,3,beverly mcdonald,JAM,0:00:22.35
W,200m,sydney,2000,4,debbie ferguson-mckenzie,BAH,0:00:22.37
W,200m,sydney,2000,5,melinda gainsford-taylor,AUS,0:00:22.42
W,200m,sydney,2000,6,cathy freeman,AUS,0:00:22.53
W,200m,sydney,2000,7,zhanna pintusevych,UKR,0:00:22.66
M,400m,sydney,2000,1,michael johnson,USA,0:00:43.84
M,400m,sydney,2000,2,alvin harrison,USA,0:00:44.40
M,400m,sydney,2000,3,greg haughton,JAM,0:00:44.70
M,400m,sydney,2000,4,sanderlei parrela,BRA,0:00:45.01
M,400m,sydney,2000,5,robert mackowiak,POL,0:00:45.14
M,400m,sydney,2000,6,hendrick mokganyetsi,RSA,0:00:45.26
M,400m,sydney,2000,7,danny mcfarlane,JAM,0:00:45.55
W,400m,sydney,2000,1,cathy freeman,AUS,0:00:49.11
W,400m,sydney,2000,2,lorraine fenton,JAM,0:00:49.58
W,400m,sydney,2000,3,katharine merry,GBR,0:00:49.72
W,400m,sydney,2000,4,donna fraser,GBR,0:00:49.79
W,400m,sydney,2000,5,ana guevara,MEX,0:00:49.96
W,400m,sydney,2000,6,heide seyerling,RSA,0:00:50.05
W,400m,sydney,2000,7,falilat ogunkoya,NGR,0:00:50.12
W,400m,sydney,2000,8,olga kotlyarova,RUS,0:00:51.04
M,800m,sydney,2000,1,nils schumann,GER,0:01:45.08
M,800m,sydney,2000,2,wilson kipketer,DEN,0:01:45.14
M,800m,sydney,2000,3,djabir said guerni,ALG,0:01:45.16
M,800m,sydney,2000,4,hezekiel sepeng,RSA,0:01:45.29
M,800m,sydney,2000,5,andre bucher,SUI,0:01:45.40
M,800m,sydney,2000,6,yury borzakovsky,RUS,0:01:45.83
M,800m,sydney,2000,7,glody dube,BOT,0:01:46.24
W,800m,sydney,2000,1,maria mutola,MOZ,0:01:56.15
W,800m,sydney,2000,2,stephanie graf,AUT,0:01:56.64
W,800m,sydney,2000,3,kelly holmes,GBR,0:01:56.80
W,800m,sydney,2000,4,brigita langerholc,SLO,0:01:58.51
W,800m,sydney,2000,5,helena fuchsova,CZE,0:01:58.56
W,800m,sydney,2000,6,zulia calatayud,CUB,0:01:58.66
W,800m,sydney,2000,7,hazel clark,USA,0:01:58.75
W,800m,sydney,2000,8,hasna benhassi,MAR,0:01:59.27
M,110m hurdles,sydney,2000,1,anier garcia,CUB,0:00:13.00
M,110m hurdles,sydney,2000,2,terrence trammell,USA,0:00:13.16
M,110m hurdles,sydney,2000,3,mark crear,USA,0:00:13.22
M,110m hurdles,sydney,2000,4,allen johnson,USA,0:00:13.23
M,110m hurdles,sydney,2000,5,colin jackson,GBR,0:00:13.28
M,110m hurdles,sydney,2000,6,florian schwarthoff,GER,0:00:13.42
M,110m hurdles,sydney,2000,7,dudley dorival,HAI,0:00:13.49
M,110m hurdles,sydney,2000,8,robert kronberg,SWE,0:00:13.61
W,100m hurdles,sydney,2000,1,olga shishigina,KAZ,0:00:12.65
W,100m hurdles,sydney,2000,2,glory alozie,NGR,0:00:12.68
W,100m hurdles,sydney,2000,3,melissa morrison,USA,0:00:12.76
W,100m hurdles,sydney,2000,4,delloreen ennis-london,JAM,0:00:12.80
W,100m hurdles,sydney,2000,5,aliuska lopez,CUB,0:00:12.83
W,100m hurdles,sydney,2000,6,nicole ramalalanirina,FRA,0:00:12.91
W,100m hurdles,sydney,2000,7,linda ferga-khodadin,FRA,0:00:13.11
W,100m hurdles,sydney,2000,8,brigitte foster-hylton,JAM,0:00:13.49
M,400m hurdles,sydney,2000,1,angelo taylor,USA,0:00:47.50
M,400m hurdles,sydney,2000,2,hadi soua'an al-somaily,KSA,0:00:47.53
M,400m hurdles,sydney,2000,3,llewellyn herbert,RSA,0:00:47.81
M,400m hurdles,sydney,2000,4,james carter,USA,0:00:48.04
M,400m hurdles,sydney,2000,5,eronilde nunes de araujo,BRA,0:00:48.34
M,400m hurdles,sydney,2000,6,pawel januszewski,POL,0:00:48.44
M,400m hurdles,sydney,2000,7,fabrizio mori,ITA,0:00:48.78
M,400m hurdles,sydney,2000,8,hennadiy horbenko,UKR,0:00:49.01
W,400m hurdles,sydney,2000,1,irina privalova,RUS,0:00:53.02
W,400m hurdles,sydney,2000,2,deon marie hemmings,JAM,0:00:53.45
W,400m hurdles,sydney,2000,3,nezha bidouane,MAR,0:00:53.57
W,400m hurdles,sydney,2000,4,daimí pernía,CUB,0:00:53.68
W,400m hurdles,sydney,2000,5,tetiana tereshchuk-antipova,UKR,0:00:53.98
W,400m hurdles,sydney,2000,6,ionela tirlea-manolache,ROU,0:00:54.35
W,400m hurdles,sydney,2000,7,guðrún arnardóttir,ISL,0:00:54.63
W,400m hurdles,sydney,2000,8,tasha danvers,GBR,0:00:55.00
M,1500m,sydney,2000,1,noah kiprono ngenyi,KEN,0:03:32.07
M,1500m,sydney,2000,2,hicham el guerrouj,MAR,0:03:32.32
M,1500m,sydney,2000,3,bernard lagat,KEN,0:03:32.44
M,1500m,sydney,2000,4,mehdi baala,FRA,0:03:34.14
M,1500m,sydney,2000,5,kevin sullivan,CAN,0:03:35.50
M,1500m,sydney,2000,6,danial zegeye,ETH,0:03:36.78
M,1500m,sydney,2000,7,andres diaz,ESP,0:03:37.27
M,1500m,sydney,2000,8,juan carlos higuero,ESP,0:03:38.91
M,1500m,sydney,2000,9,john mayock,GBR,0:03:39.41
M,1500m,sydney,2000,10,jason pyrah,USA,0:03:39.84
M,1500m,sydney,2000,11,driss maazouzi,FRA,0:03:45.46
M,1500m,sydney,2000,12,youssef baba,MAR,0:03:56.08
W,1500m,sydney,2000,1,nouria merah-benida,ALG,0:04:05.10
W,1500m,sydney,2000,2,violeta szekely,ROU,0:04:05.15
W,1500m,sydney,2000,3,gabriela szabo,ROU,0:04:05.27
W,1500m,sydney,2000,4,kutre dulecha,ETH,0:04:05.33
W,1500m,sydney,2000,5,lidia chojecka,POL,0:04:06.42
W,1500m,sydney,2000,6,anna jakubczak-pawelec,POL,0:04:06.49
W,1500m,sydney,2000,7,kelly holmes,GBR,0:04:08.02
W,1500m,sydney,2000,8,marla runyan,USA,0:04:08.30
W,1500m,sydney,2000,9,sabina fischer,SUI,0:04:08.84
W,1500m,sydney,2000,10,carla sacramento,POR,0:04:11.15
W,1500m,sydney,2000,11,hayley tullett,GBR,0:04:22.29
W,1500m,sydney,2000,12,suzy favor hamilton,USA,0:04:23.05
M,5000m,sydney,2000,1,millon wolde,ETH,0:13:35.49
M,5000m,sydney,2000,2,ali saidi-sief,ALG,0:13:36.20
M,5000m,sydney,2000,3,brahim lahlafi,MAR,0:13:36.47
M,5000m,sydney,2000,4,fita bayissa,ETH,0:13:37.03
M,5000m,sydney,2000,5,david chelule,KEN,0:13:37.13
M,5000m,sydney,2000,6,dange alemu,ETH,0:13:37.17
M,5000m,sydney,2000,7,serhiy lebid,UKR,0:13:37.80
M,5000m,sydney,2000,8,jirka arndt,GER,0:13:38.57
M,5000m,sydney,2000,9,julius gitahi,KEN,0:13:39.11
M,5000m,sydney,2000,10,richard limo,KEN,0:13:39.43
M,5000m,sydney,2000,11,reda benzine,ALG,0:13:40.95
M,5000m,sydney,2000,12,mizan mehari,AUS,0:13:42.03
M,5000m,sydney,2000,13,adam goucher,USA,0:13:43.20
M,5000m,sydney,2000,14,mohammed suleiman,QAT,0:13:45.10
M,5000m,sydney,2000,15,toshinari takaoka,JPN,0:13:46.90
W,5000m,sydney,2000,1,gabriela szabo,ROU,0:14:40.79
W,5000m,sydney,2000,2,sonia o'sullivan,IRL,0:14:41.02
W,5000m,sydney,2000,3,gete wami,ETH,0:14:42.23
W,5000m,sydney,2000,4,ayelech worku,ETH,0:14:42.67
W,5000m,sydney,2000,5,irina mikitenko,GER,0:14:43.59
W,5000m,sydney,2000,6,lydia cheromei,KEN,0:14:47.35
W,5000m,sydney,2000,7,werknesh kidane,ETH,0:14:47.40
W,5000m,sydney,2000,8,olga yegorova,RUS,0:14:50.31
W,5000m,sydney,2000,9,jelena prokopcuka,LAT,0:14:55.46
W,5000m,sydney,2000,10,daniela yordanova,BUL,0:14:56.95
W,5000m,sydney,2000,11,rose cheruiyot,KEN,0:14:58.07
W,5000m,sydney,2000,12,joanne pavey,GBR,0:14:58.27
W,5000m,sydney,2000,13,tatyana tomashova,RUS,0:15:01.28
W,5000m,sydney,2000,14,vivian jepkemoi cheruiyot,KEN,0:15:33.66
M,10000m,sydney,2000,1,haile gebrselassie,ETH,0:27:18.20
M,10000m,sydney,2000,2,paul tergat,KEN,0:27:18.29
M,10000m,sydney,2000,3,assefa mezgebu,ETH,0:27:19.75
M,10000m,sydney,2000,4,patrick mutuku ivuti,KEN,0:27:20.44
M,10000m,sydney,2000,5,john cheruiyot korir,KEN,0:27:24.75
M,10000m,sydney,2000,6,said berioui,MAR,0:27:37.83
M,10000m,sydney,2000,7,toshinari takaoka,JPN,0:27:40.44
M,10000m,sydney,2000,8,karl keska,GBR,0:27:44.09
M,10000m,sydney,2000,9,aloys nizigama,BDI,0:27:44.56
M,10000m,sydney,2000,10,abdihakem abdirahman,USA,0:27:46.17
M,10000m,sydney,2000,11,girma tolla,ETH,0:27:49.75
M,10000m,sydney,2000,12,mebrahtom keflezighi,USA,0:27:53.63
M,10000m,sydney,2000,13,josé david galván,MEX,0:27:54.56
M,10000m,sydney,2000,14,josé ramos,POR,0:28:07.43
M,10000m,sydney,2000,15,katsuhiko hanada,JPN,0:28:08.11
M,10000m,sydney,2000,16,samir moussaoui,ALG,0:28:17.25
M,10000m,sydney,2000,17,rachid berradi,ITA,0:28:45.96
M,10000m,sydney,2000,18,jose rios,ESP,0:28:50.31
W,10000m,sydney,2000,1,derartu tulu,ETH,0:30:17.49
W,10000m,sydney,2000,2,gete wami,ETH,0:30:22.48
W,10000m,sydney,2000,3,fernanda ribeiro,POR,0:30:22.88
W,10000m,sydney,2000,4,paula radcliffe,GBR,0:30:26.97
W,10000m,sydney,2000,5,tegla loroupe,KEN,0:30:37.26
W,10000m,sydney,2000,6,sonia o'sullivan,IRL,0:30:53.37
W,10000m,sydney,2000,7,ji li,CHN,0:31:06.94
W,10000m,sydney,2000,8,elana meyer,RSA,0:31:14.70
W,10000m,sydney,2000,9,lidiya grigoryeva,RUS,0:31:21.27
W,10000m,sydney,2000,10,yuko kawakami,JPN,0:31:27.44
W,10000m,sydney,2000,11,olivera jevtic,SCG,0:31:29.65
W,10000m,sydney,2000,12,berhane adere,ETH,0:31:40.52
W,10000m,sydney,2000,13,lyudmila biktasheva,RUS,0:31:47.10
W,10000m,sydney,2000,14,alice timbilil,KEN,0:31:50.22
W,10000m,sydney,2000,15,chiemi takahashi,JPN,0:31:52.59
W,10000m,sydney,2000,16,libbie hickman,USA,0:31:56.94
W,10000m,sydney,2000,17,sally barsosio,KEN,0:31:57.41
W,10000m,sydney,2000,18,asmae leghzaoui,MAR,0:31:59.21
W,10000m,sydney,2000,19,jelena prokopcuka,LAT,0:32:17.72
W,10000m,sydney,2000,20,harumi hiroyama,JPN,0:32:24.17
M,marathon,sydney,2000,1,gezahegne abera,ETH,2:10:11.00
M,marathon,sydney,2000,2,erick wainaina,KEN,2:10:31.00
M,marathon,sydney,2000,3,tesfaye tola,ETH,2:11:10.00
M,marathon,sydney,2000,4,jon brown,GBR,2:11:17.00
M,marathon,sydney,2000,5,giacomo leone,ITA,2:12:14.00
M,marathon,sydney,2000,6,martin fiz,ESP,2:13:06.00
M,marathon,sydney,2000,7,abdel kader el-mouaziz,MAR,2:13:49.00
M,marathon,sydney,2000,8,mohamed ouaadi,FRA,2:14:04.00
