gender,sport,location,year,rank,name,country,results
M,100m,rio,2016,1,usain bolt,JAM,0:00:9.81
M,100m,rio,2016,2,justin gatlin,USA,0:00:9.89
M,100m,rio,2016,3,andre de grasse,CAN,0:00:9.91
M,100m,rio,2016,4,yohan blake,JAM,0:00:9.93
M,100m,rio,2016,5,akani simbine,RSA,0:00:9.94
M,100m,rio,2016,6,ben youssef meite,CIV,0:00:9.96
M,100m,rio,2016,7,jimmy vicaut,FRA,0:00:10.04
M,100m,rio,2016,8,trayvon bromell,USA,0:00:10.06
W,100m,rio,2016,1,elaine thompson,JAM,0:00:10.71
W,100m,rio,2016,2,tori bowie,USA,0:00:10.83
W,100m,rio,2016,3,shelly-ann fraser-pryce,JAM,0:00:10.86
W,100m,rio,2016,4,marie-josee ta lou,CIV,0:00:10.86
W,100m,rio,2016,5,dafne schippers,NED,0:00:10.90
W,100m,rio,2016,6,michelle-lee ahye,TTO,0:00:10.92
W,100m,rio,2016,7,english gardner,USA,0:00:10.94
W,100m,rio,2016,8,christania williams,JAM,0:00:11.80
M,200m,rio,2016,1,usain bolt,JAM,0:00:19.78
M,200m,rio,2016,2,andre de grasse,CAN,0:00:20.02
M,200m,rio,2016,3,christophe lemaitre,FRA,0:00:20.12
M,200m,rio,2016,4,adam gemili,GBR,0:00:20.12
M,200m,rio,2016,5,churandy martina,NED,0:00:20.13
M,200m,rio,2016,6,lashawn merritt,USA,0:00:20.19
M,200m,rio,2016,7,alonso edward,PAN,0:00:20.23
M,200m,rio,2016,8,ramil guliyev,TUR,0:00:20.43
W,200m,rio,2016,1,elaine thompson,JAM,0:00:21.78
W,200m,rio,2016,2,dafne schippers,NED,0:00:21.88
W,200m,rio,2016,3,tori bowie,USA,0:00:22.15
W,200m,rio,2016,4,marie-josee ta lou,CIV,0:00:22.21
W,200m,rio,2016,5,dina asher-smith,GBR,0:00:22.31
W,200m,rio,2016,6,michelle-lee ahye,TTO,0:00:22.34
W,200m,rio,2016,7,deajah stevens,USA,0:00:22.65
W,200m,rio,2016,8,ivet lalova-collio,BUL,0:00:22.69
M,400m,rio,2016,1,wayde van niekerk,RSA,0:00:43.03
M,400m,rio,2016,2,kirani james,GRN,0:00:43.76
M,400m,rio,2016,3,lashawn merritt,USA,0:00:43.85
M,400m,rio,2016,4,machel cedenio,TTO,0:00:44.01
M,400m,rio,2016,5,karabo sibanda,BOT,0:00:44.25
M,400m,rio,2016,6,ali khamis khamis,BRN,0:00:44.36
M,400m,rio,2016,7,bralon taplin,GRN,0:00:44.45
M,400m,rio,2016,8,matthew hudson-smith,GBR,0:00:44.61
W,400m,rio,2016,1,shaunae miller,BAH,0:00:49.44
W,400m,rio,2016,2,allyson felix,USA,0:00:49.51
W,400m,rio,2016,3,shericka jackson,JAM,0:00:49.85
W,400m,rio,2016,4,natasha hastings,USA,0:00:50.34
W,400m,rio,2016,5,phyllis francis,USA,0:00:50.41
W,400m,rio,2016,6,stephenie ann mcpherson,JAM,0:00:50.97
W,400m,rio,2016,7,libania grenot,ITA,0:00:51.25
M,800m,rio,2016,1,david rudisha,KEN,0:01:42.15
M,800m,rio,2016,2,taoufik makhloufi,ALG,0:01:42.61
M,800m,rio,2016,3,clayton murphy,USA,0:01:42.93
M,800m,rio,2016,4,pierre-ambroise bosse,FRA,0:01:43.41
M,800m,rio,2016,5,ferguson cheruiyot rotich,KEN,0:01:43.55
M,800m,rio,2016,6,marcin lewandowski,POL,0:01:44.20
M,800m,rio,2016,7,alfred kipketer,KEN,0:01:46.02
M,800m,rio,2016,8,boris berian,USA,0:01:46.15
W,800m,rio,2016,1,caster semenya,RSA,0:01:55.28
W,800m,rio,2016,2,francine niyonsaba,BDI,0:01:56.49
W,800m,rio,2016,3,margaret nyairera wambui,KEN,0:01:56.89
W,800m,rio,2016,4,melissa bishop,CAN,0:01:57.02
W,800m,rio,2016,5,joanna jozwik,POL,0:01:57.37
W,800m,rio,2016,6,lynsey sharp,GBR,0:01:57.69
W,800m,rio,2016,7,marina arzamasova,BLR,0:01:59.10
W,800m,rio,2016,8,kate grace,USA,0:01:59.57
M,110m hurdles,rio,2016,1,omar mcleod,JAM,0:00:13.05
M,110m hurdles,rio,2016,2,orlando ortega,ESP,0:00:13.17
M,110m hurdles,rio,2016,3,dimitri bascou,FRA,0:00:13.24
M,110m hurdles,rio,2016,4,pascal martinot-lagarde,FRA,0:00:13.29
M,110m hurdles,rio,2016,5,devon allen,USA,0:00:13.31
M,110m hurdles,rio,2016,6,johnathan cabral,CAN,0:00:13.40
M,110m hurdles,rio,2016,7,milan trajkovic,CYP,0:00:13.41
W,100m hurdles,rio,2016,1,brianna rollins,USA,0:00:12.48
W,100m hurdles,rio,2016,2,nia ali,USA,0:00:12.59
W,100m hurdles,rio,2016,3,kristi castlin,USA,0:00:12.61
W,100m hurdles,rio,2016,4,cindy ofili,GBR,0:00:12.63
W,100m hurdles,rio,2016,5,cindy roleder,GER,0:00:12.74
W,100m hurdles,rio,2016,6,pedrya seymour,BAH,0:00:12.76
W,100m hurdles,rio,2016,7,tiffany porter,GBR,0:00:12.76
W,100m hurdles,rio,2016,8,phylicia george,CAN,0:00:12.89
M,400m hurdles,rio,2016,1,kerron clement,USA,0:00:47.73
M,400m hurdles,rio,2016,2,boniface mucheru tumuti,KEN,0:00:47.78
M,400m hurdles,rio,2016,3,yasmani copello,TUR,0:00:47.92
M,400m hurdles,rio,2016,4,thomas barr,IRL,0:00:47.97
M,400m hurdles,rio,2016,5,annsert whyte,JAM,0:00:48.07
M,400m hurdles,rio,2016,6,rasmus magi,EST,0:00:48.40
M,400m hurdles,rio,2016,7,haron koech,KEN,0:00:49.09
W,400m hurdles,rio,2016,1,dalilah muhammad,USA,0:00:53.13
W,400m hurdles,rio,2016,2,sara slott petersen,DEN,0:00:53.55
W,400m hurdles,rio,2016,3,ashley spencer,USA,0:00:53.72
W,400m hurdles,rio,2016,4,zuzana hejnova,CZE,0:00:53.92
W,400m hurdles,rio,2016,5,ristananna tracey,JAM,0:00:54.15
W,400m hurdles,rio,2016,6,leah nugent,JAM,0:00:54.45
W,400m hurdles,rio,2016,7,janieve russell,JAM,0:00:54.56
W,400m hurdles,rio,2016,8,eilidh doyle,GBR,0:00:54.61
M,1500m,rio,2016,1,matthew centrowitz,USA,0:03:50.00
M,1500m,rio,2016,2,taoufik makhloufi,ALG,0:03:50.11
M,1500m,rio,2016,3,nicholas willis,NZL,0:03:50.24
M,1500m,rio,2016,4,ayanleh souleiman,DJI,0:03:50.29
M,1500m,rio,2016,5,abdalaati iguider,MAR,0:03:50.58
M,1500m,rio,2016,6,asbel kiprop,KEN,0:03:50.87
M,1500m,rio,2016,7,david bustos,ESP,0:03:51.06
M,1500m,rio,2016,8,ben blankenship,USA,0:03:51.09
M,1500m,rio,2016,9,ryan gregson,AUS,0:03:51.39
M,1500m,rio,2016,10,nathan brannen,CAN,0:03:51.45
M,1500m,rio,2016,11,ronald musagala,UGA,0:03:51.68
M,1500m,rio,2016,12,charlie grice,GBR,0:03:51.73
M,1500m,rio,2016,13,ronald kwemoi,KEN,0:03:56.76
W,1500m,rio,2016,1,faith chepngetich kipyegon,KEN,0:04:08.92
W,1500m,rio,2016,2,genzebe dibaba,ETH,0:04:10.27
W,1500m,rio,2016,3,jenny barringer-simpson,USA,0:04:10.53
W,1500m,rio,2016,4,shannon rowbury,USA,0:04:11.05
W,1500m,rio,2016,5,sifan hassan,NED,0:04:11.23
W,1500m,rio,2016,6,meraf bahta,SWE,0:04:12.59
W,1500m,rio,2016,7,laura muir,GBR,0:04:12.88
W,1500m,rio,2016,8,dawit seyaum,ETH,0:04:13.14
W,1500m,rio,2016,9,besu sado,ETH,0:04:13.58
W,1500m,rio,2016,10,sofia ennaoui,POL,0:04:14.72
W,1500m,rio,2016,11,laura weightman,GBR,0:04:14.95
W,1500m,rio,2016,12,rababe arafi,MAR,0:04:15.16
M,5000m,rio,2016,1,mohamed farah,GBR,0:13:03.30
M,5000m,rio,2016,2,paul kipkemoi chelimo,USA,0:13:03.90
M,5000m,rio,2016,3,hagos gebrhiwet,ETH,0:13:04.35
M,5000m,rio,2016,4,mohammed ahmed,CAN,0:13:05.94
M,5000m,rio,2016,5,bernard lagat,USA,0:13:06.78
M,5000m,rio,2016,6,andrew butchart,GBR,0:13:08.61
M,5000m,rio,2016,7,albert kibichii rop,BRN,0:13:08.79
M,5000m,rio,2016,8,joshua kiprui cheptegei,UGA,0:13:09.17
M,5000m,rio,2016,9,birhanu balew,BRN,0:13:09.26
M,5000m,rio,2016,10,abrar osman adem,ERI,0:13:09.56
M,5000m,rio,2016,11,hassan mead,USA,0:13:09.81
M,5000m,rio,2016,12,dejen gebremeskel,ETH,0:13:15.91
M,5000m,rio,2016,13,elroy gelant,RSA,0:13:17.47
M,5000m,rio,2016,14,brett robinson,AUS,0:13:32.30
M,5000m,rio,2016,15,david torrence,PER,0:13:43.12
W,5000m,rio,2016,1,vivian jepkemoi cheruiyot,KEN,0:14:26.17
W,5000m,rio,2016,2,hellen onsando obiri,KEN,0:14:29.77
W,5000m,rio,2016,3,almaz ayana,ETH,0:14:33.59
W,5000m,rio,2016,4,mercy cherono,KEN,0:14:42.89
W,5000m,rio,2016,5,senbere teferi,ETH,0:14:43.75
W,5000m,rio,2016,6,yasemin can,TUR,0:14:56.96
W,5000m,rio,2016,7,karoline bjerkeli grovdal,NOR,0:14:57.53
W,5000m,rio,2016,8,susan kuijken,NED,0:15:00.69
W,5000m,rio,2016,9,eloise wellings,AUS,0:15:01.59
W,5000m,rio,2016,10,madeline heiner hills,AUS,0:15:04.05
W,5000m,rio,2016,11,shelby houlihan,USA,0:15:08.89
W,5000m,rio,2016,12,genevieve lacaze,AUS,0:15:10.35
W,5000m,rio,2016,13,eilish mccolgan,GBR,0:15:12.09
W,5000m,rio,2016,14,ababel yeshaneh,ETH,0:15:18.26
W,5000m,rio,2016,15,miyuki uehara,JPN,0:15:34.97
W,5000m,rio,2016,16,jennifer wenth,AUT,0:15:56.11
W,5000m,rio,2016,17,nikki hamblin,NZL,0:16:14.24
M,10000m,rio,2016,1,mohamed farah,GBR,0:27:05.17
M,10000m,rio,2016,2,paul kipngetich tanui,KEN,0:27:05.64
M,10000m,rio,2016,3,tamirat tola,ETH,0:27:06.26
M,10000m,rio,2016,4,yigrem demelash,ETH,0:27:06.27
M,10000m,rio,2016,5,galen rupp,USA,0:27:08.92
M,10000m,rio,2016,6,joshua kiprui cheptegei,UGA,0:27:10.06
M,10000m,rio,2016,7,bedan karoki muchiri,KEN,0:27:22.93
M,10000m,rio,2016,8,zersenay tadesse,ERI,0:27:23.86
M,10000m,rio,2016,9,nguse amlosom,ERI,0:27:30.79
M,10000m,rio,2016,10,abraham naibei cheroben,BRN,0:27:31.86
M,10000m,rio,2016,11,geoffrey kipsang kamworor,KEN,0:27:31.94
M,10000m,rio,2016,12,zane robertson,NZL,0:27:33.67
M,10000m,rio,2016,13,polat kemboi arikan,TUR,0:27:35.50
M,10000m,rio,2016,14,leonard essau korir,USA,0:27:35.65
M,10000m,rio,2016,15,abadi hadis,ETH,0:27:36.34
M,10000m,rio,2016,16,david mcneill,AUS,0:27:51.71
M,10000m,rio,2016,17,suguru osako,JPN,0:27:51.94
M,10000m,rio,2016,18,stephen mokoka,RSA,0:27:54.57
M,10000m,rio,2016,19,shadrack kipchirchir,USA,0:27:58.32
M,10000m,rio,2016,20,bashir abdi,BEL,0:28:01.49
M,10000m,rio,2016,21,luis ostos,PER,0:28:02.03
M,10000m,rio,2016,22,moses martin kurong,UGA,0:28:03.38
M,10000m,rio,2016,23,timothy toroitich,UGA,0:28:04.84
M,10000m,rio,2016,24,goitom kifle,ERI,0:28:15.99
M,10000m,rio,2016,25,andrew vernon,GBR,0:28:19.36
M,10000m,rio,2016,26,el hassan elabbassi,BRN,0:28:20.17
M,10000m,rio,2016,27,olivier irabaruta,BDI,0:28:32.75
M,10000m,rio,2016,28,ben st lawrence,AUS,0:28:46.32
M,10000m,rio,2016,29,yuta shitara,JPN,0:28:55.23
M,10000m,rio,2016,30,kenta murayama,JPN,0:29:02.51
M,10000m,rio,2016,31,ross millington,GBR,0:29:14.95
M,10000m,rio,2016,32,mohammed ahmed,CAN,0:29:32.84
W,10000m,rio,2016,1,almaz ayana,ETH,0:29:17.45
W,10000m,rio,2016,2,vivian jepkemoi cheruiyot,KEN,0:29:32.53
W,10000m,rio,2016,3,tirunesh dibaba,ETH,0:29:42.56
W,10000m,rio,2016,4,alice aprot nawowuna,KEN,0:29:53.51
W,10000m,rio,2016,5,betsy saina,KEN,0:30:07.78
W,10000m,rio,2016,6,molly huddle,USA,0:30:13.17
W,10000m,rio,2016,7,yasemin can,TUR,0:30:26.41
W,10000m,rio,2016,8,gelete burka,ETH,0:30:26.66
W,10000m,rio,2016,9,karoline bjerkeli grovdal,NOR,0:31:14.07
W,10000m,rio,2016,10,eloise wellings,AUS,0:31:14.94
W,10000m,rio,2016,11,emily infeld,USA,0:31:26.94
W,10000m,rio,2016,12,sarah lahti,SWE,0:31:28.43
W,10000m,rio,2016,13,diane nukuri,BDI,0:31:28.69
W,10000m,rio,2016,14,susan kuijken,NED,0:31:32.43
W,10000m,rio,2016,15,joanne pavey,GBR,0:31:33.44
W,10000m,rio,2016,16,jessica andrews,GBR,0:31:35.92
W,10000m,rio,2016,17,alexi pappas,GRE,0:31:36.16
W,10000m,rio,2016,18,yuka takashima,JPN,0:31:36.44
W,10000m,rio,2016,19,darya maslova,KGZ,0:31:36.90
W,10000m,rio,2016,20,hanami sekine,JPN,0:31:44.44
W,10000m,rio,2016,21,dominique scott,RSA,0:31:51.47
W,10000m,rio,2016,22,natasha wodak,CAN,0:31:53.14
W,10000m,rio,2016,23,alia saeed mohammed,UAE,0:31:56.74
W,10000m,rio,2016,24,sitora hamidova,UZB,0:31:57.77
W,10000m,rio,2016,25,lanni marchant,CAN,0:32:04.21
W,10000m,rio,2016,26,carla salome rocha,POR,0:32:06.05
W,10000m,rio,2016,27,salome nyirarukundo,RWA,0:32:07.80
W,10000m,rio,2016,28,jip vastenburg,NED,0:32:08.92
W,10000m,rio,2016,29,trihas gebre,ESP,0:32:09.67
W,10000m,rio,2016,30,veronica inglese,ITA,0:32:11.67
W,10000m,rio,2016,31,tatiele roberta de carvalho,BRA,0:32:38.21
W,10000m,rio,2016,32,brenda flores,MEX,0:32:39.08
W,10000m,rio,2016,33,marielle hall,USA,0:32:39.32
W,10000m,rio,2016,34,beth potter,GBR,0:33:04.34
W,10000m,rio,2016,35,marisol romero,MEX,0:35:33.03
M,marathon,rio,2016,1,eliud kipchoge,KEN,2:08:44.00
M,marathon,rio,2016,2,feyisa lilesa,ETH,2:09:54.00
M,marathon,rio,2016,3,galen rupp,USA,2:10:05.00
M,marathon,rio,2016,4,ghirmay ghebreslassie,ERI,2:11:04.00
M,marathon,rio,2016,5,alphonce felix simbu,TAN,2:11:15.00
M,marathon,rio,2016,6,jared ward,USA,2:11:30.00
M,marathon,rio,2016,7,tadesse abraham,SUI,2:11:42.00
M,marathon,rio,2016,8,munyo solomon mutai,UGA,2:11:49.00
M,marathon,rio,2016,9,callum hawkins,GBR,2:11:52.00
M,marathon,rio,2016,10,eric gillis,CAN,2:12:29.00
M,marathon,rio,2016,11,abdi nageeye,NED,2:13:01.00
M,marathon,rio,2016,12,mumin gala,DJI,2:13:04.00
M,marathon,rio,2016,13,lemi berhanu,ETH,2:13:29.00
M,marathon,rio,2016,14,stephen kiprotich,UGA,2:13:32.00
M,marathon,rio,2016,15,paulo roberto paula,BRA,2:13:56.00
M,marathon,rio,2016,16,satoru sasaki,JPN,2:13:57.00
M,marathon,rio,2016,17,kaan kigen ozbilen,TUR,2:14:11.00
M,marathon,rio,2016,18,bayron piedra,ECU,2:14:12.00
M,marathon,rio,2016,19,sondre nordstad moen,NOR,2:14:17.00
M,marathon,rio,2016,20,oleksandr sitkovskyy,UKR,2:14:24.00
M,marathon,rio,2016,21,amanuel mesel,ERI,2:14:37.00
M,marathon,rio,2016,22,koen naert,BEL,2:14:53.00
M,marathon,rio,2016,23,reid coolsaet,CAN,2:14:58.00
M,marathon,rio,2016,24,lusapho april,RSA,2:15:24.00
M,marathon,rio,2016,25,thanackal gopi,IND,2:15:25.00
M,marathon,rio,2016,26,kheta ram,IND,2:15:26.00
M,marathon,rio,2016,27,il chol pak,PRK,2:15:27.00
M,marathon,rio,2016,28,evans kiplagat barkowet,AZE,2:15:31.00
M,marathon,rio,2016,29,guojian dong,CHN,2:15:32.00
M,marathon,rio,2016,30,ihor olefirenko,UKR,2:15:36.00
M,marathon,rio,2016,31,liam adams,AUS,2:16:12.00
M,marathon,rio,2016,32,paul pollock,IRL,2:16:24.00
M,marathon,rio,2016,33,mebrahtom keflezighi,USA,2:16:46.00
M,marathon,rio,2016,34,anuradha indrajith cooray,SRI,2:17:06.00
M,marathon,rio,2016,35,abdi hakin ulad,DEN,2:17:06.00
M,marathon,rio,2016,36,suehiro ishikawa,JPN,2:17:08.00
M,marathon,rio,2016,37,marius ionescu,ROU,2:17:27.00
M,marathon,rio,2016,38,ruggero pertile,ITA,2:17:30.00
M,marathon,rio,2016,39,artur kozlowski,POL,2:17:34.00
M,marathon,rio,2016,40,nicolas cuestas,URU,2:17:44.00
M,marathon,rio,2016,41,pardon ndhlovu,ZIM,2:17:48.00
M,marathon,rio,2016,42,victor aravena,CHI,2:17:49.00
M,marathon,rio,2016,43,saidi juma makula,TAN,2:17:49.00
M,marathon,rio,2016,44,florent caelen,BEL,2:17:59.00
M,marathon,rio,2016,45,raul machacuay,PER,2:18:00.00
M,marathon,rio,2016,46,richer perez,CUB,2:18:05.00
M,marathon,rio,2016,47,michael shelley,AUS,2:18:06.00
M,marathon,rio,2016,48,ihor russ,UKR,2:18:19.00
M,marathon,rio,2016,49,carles castillejo,ESP,2:18:34.00
M,marathon,rio,2016,50,ernesto andres zamora,URU,2:18:36.00
M,marathon,rio,2016,51,ercan muslu,TUR,2:18:40.00
M,marathon,rio,2016,52,cristhian pacheco,PER,2:18:41.00
M,marathon,rio,2016,53,mariano mastromarino,ARG,2:18:44.00
M,marathon,rio,2016,54,daniel vargas,MEX,2:18:51.00
M,marathon,rio,2016,55,philipp pflieger,GER,2:18:56.00
M,marathon,rio,2016,56,willem van schuerbeeck,BEL,2:18:56.00
M,marathon,rio,2016,57,stefano la rosa,ITA,2:18:57.00
M,marathon,rio,2016,58,cuthbert nyasango,ZIM,2:18:58.00
M,marathon,rio,2016,59,marilson dos santos,BRA,2:19:09.00
M,marathon,rio,2016,60,tewelde estifanos,ERI,2:19:12.00
M,marathon,rio,2016,61,roman fosti,EST,2:19:26.00
M,marathon,rio,2016,62,atef saad,TUN,2:19:50.00
M,marathon,rio,2016,63,tiidrek nurme,EST,2:20:01.00
M,marathon,rio,2016,64,kevin seaward,IRL,2:20:06.00
M,marathon,rio,2016,65,jesus espana,ESP,2:20:08.00
M,marathon,rio,2016,66,raul pacheco,PER,2:20:13.00
M,marathon,rio,2016,67,juan carlos trujillo,GUA,2:20:24.00
M,marathon,rio,2016,68,stepan rogovtsov,BLR,2:20:34.00
M,marathon,rio,2016,69,mynhardt mbeumuna kawanivi,NAM,2:20:45.00
M,marathon,rio,2016,70,julian flugel,GER,2:20:47.00
M,marathon,rio,2016,71,daviti kharazishvili,GEO,2:20:47.00
M,marathon,rio,2016,72,rachid kisri,MAR,2:21:00.00
M,marathon,rio,2016,73,maru teferi,ISR,2:21:06.00
M,marathon,rio,2016,74,remigijus kancys,LTU,2:21:10.00
M,marathon,rio,2016,75,christian kreienbuhl,SUI,2:21:13.00
M,marathon,rio,2016,76,mohamed hrezi,LBA,2:21:17.00
M,marathon,rio,2016,77,solonei da silva,BRA,2:22:05.00
M,marathon,rio,2016,78,andres ruiz,COL,2:22:09.00
M,marathon,rio,2016,79,jackson kiprop,UGA,2:22:09.00
M,marathon,rio,2016,80,scott westcott,AUS,2:22:19.00
M,marathon,rio,2016,81,guor marial,SSD,2:22:45.00
M,marathon,rio,2016,82,vladislav pryamov,BLR,2:22:48.00
M,marathon,rio,2016,83,nitendra singh,IND,2:22:52.00
M,marathon,rio,2016,84,miguel angel almachi,ECU,2:23:00.00
M,marathon,rio,2016,85,ilya tiapkin,KGZ,2:23:19.00
M,marathon,rio,2016,86,gabor jozsa,HUN,2:23:22.00
M,marathon,rio,2016,87,gerald giraldo,COL,2:23:48.00
M,marathon,rio,2016,88,luis ariel molina,ARG,2:23:55.00
M,marathon,rio,2016,89,yonas kinde,XXB,2:24:08.00
M,marathon,rio,2016,90,bujie duo,CHN,2:24:22.00
M,marathon,rio,2016,91,ser-od bat-ochiryn,MGL,2:24:26.00
M,marathon,rio,2016,92,jordan chipangama,ZAM,2:24:58.00
M,marathon,rio,2016,93,hisanori kitajima,JPN,2:25:11.00
M,marathon,rio,2016,94,lebenya nkoka,LES,2:25:13.00
M,marathon,rio,2016,95,renxue zhu,CHN,2:25:31.00
M,marathon,rio,2016,96,sibusiso nzima,RSA,2:25:33.00
M,marathon,rio,2016,97,daniel estrada,CHI,2:25:33.00
M,marathon,rio,2016,98,ambroise uwiragiye,RWA,2:25:57.00
M,marathon,rio,2016,99,chin-ping ho,TPE,2:26:00.00
M,marathon,rio,2016,100,mikhail krasilov,KAZ,2:26:11.00
M,marathon,rio,2016,101,david carver,MRI,2:26:16.00
M,marathon,rio,2016,102,mick clohissey,IRL,2:26:34.00
M,marathon,rio,2016,103,hakim sadi,ALG,2:26:47.00
M,marathon,rio,2016,104,roman prodius,MDA,2:27:01.00
M,marathon,rio,2016,105,luis alberto orta,VEN,2:27:05.00
M,marathon,rio,2016,106,gantulga dambadarjaa,MGL,2:27:42.00
M,marathon,rio,2016,107,enzo yanez,CHI,2:27:47.00
M,marathon,rio,2016,108,gaspar csere,HUN,2:28:03.00
M,marathon,rio,2016,109,martin esteban cuestas,URU,2:28:10.00
M,marathon,rio,2016,110,valdas dopolskas,LTU,2:28:21.00
M,marathon,rio,2016,111,fabiano joseph,TAN,2:28:31.00
M,marathon,rio,2016,112,kamongwa salukombo makorobondo,COD,2:28:54.00
M,marathon,rio,2016,113,derek hawkins,GBR,2:29:24.00
M,marathon,rio,2016,114,celestin nihorimbere,BDI,2:29:38.00
M,marathon,rio,2016,115,hristoforos merousis,GRE,2:29:39.00
M,marathon,rio,2016,116,anton kosmac,SLO,2:29:48.00
M,marathon,rio,2016,117,jose amado garcia,GUA,2:30:11.00
M,marathon,rio,2016,118,andjelko risticevic,SRB,2:30:17.00
M,marathon,rio,2016,119,ricardo ramos,MEX,2:30:20.00
M,marathon,rio,2016,120,tasama moogas,ISR,2:30:30.00
M,marathon,rio,2016,121,ageze guadie,ISR,2:30:45.00
M,marathon,rio,2016,122,rui pedro silva,POR,2:30:52.00
M,marathon,rio,2016,123,segundo jami,ECU,2:31:07.00
M,marathon,rio,2016,124,diego colorado,COL,2:31:20.00
M,marathon,rio,2016,125,bekir karayel,TUR,2:31:27.00
M,marathon,rio,2016,126,nicolae-alexandru soare,ROU,2:31:53.00
M,marathon,rio,2016,127,yared shegumo,POL,2:31:54.00
M,marathon,rio,2016,128,mohammadjafar moradi,IRI,2:31:58.00
M,marathon,rio,2016,129,byambajav tseveenravdan,MGL,2:36:14.00
M,marathon,rio,2016,130,myeongjun son,KOR,2:36:21.00
M,marathon,rio,2016,131,mikhailis kalomoiris,GRE,2:37:03.00
M,marathon,rio,2016,132,boonthung srisung,THA,2:37:46.00
M,marathon,rio,2016,133,ricardo ribas,POR,2:38:29.00
M,marathon,rio,2016,134,jorge castelblanco,PAN,2:39:25.00
M,marathon,rio,2016,135,derlys ayala,PAR,2:39:40.00
M,marathon,rio,2016,136,federico bruno,ARG,2:40:05.00
M,marathon,rio,2016,137,jungsub shim,KOR,2:42:42.00
M,marathon,rio,2016,138,kuniaki takizaki,CAM,2:45:55.00
M,marathon,rio,2016,139,methkal abu drais,JOR,2:46:18.00
W,marathon,rio,2016,1,jemima jelagat sumgong,KEN,2:24:04.00
W,marathon,rio,2016,2,eunice jepkirui kirwa,BRN,2:24:13.00
W,marathon,rio,2016,3,mare dibaba,ETH,2:24:30.00
W,marathon,rio,2016,4,tirfi tsegaye,ETH,2:24:47.00
W,marathon,rio,2016,5,olga mazuryonok,BLR,2:24:48.00
W,marathon,rio,2016,6,shalane flanagan,USA,2:25:26.00
W,marathon,rio,2016,7,desiree linden,USA,2:26:08.00
W,marathon,rio,2016,8,rose chelimo,BRN,2:27:36.00
W,marathon,rio,2016,9,amy cragg,USA,2:28:25.00
W,marathon,rio,2016,10,hye-song kim,PRK,2:28:36.00
W,marathon,rio,2016,11,hye-gyong kim,PRK,2:28:36.00
W,marathon,rio,2016,12,jelena prokopcuka,LAT,2:29:32.00
W,marathon,rio,2016,13,valeria straneo,ITA,2:29:44.00
W,marathon,rio,2016,14,kayoko fukushi,JPN,2:29:53.00
W,marathon,rio,2016,15,gladys tejeda,PER,2:29:55.00
W,marathon,rio,2016,16,ana dulce felix,POR,2:30:39.00
W,marathon,rio,2016,17,diana lobacevske,LTU,2:30:48.00
W,marathon,rio,2016,18,milly clark,AUS,2:30:53.00
W,marathon,rio,2016,19,tomomi tanaka,JPN,2:31:12.00
W,marathon,rio,2016,20,fionnuala mccormack,IRL,2:31:22.00
W,marathon,rio,2016,21,iwona lewandowska,POL,2:31:41.00
W,marathon,rio,2016,22,jessica trengove,AUS,2:31:44.00
W,marathon,rio,2016,23,monika drybulska,POL,2:32:49.00
W,marathon,rio,2016,24,lanni marchant,CAN,2:33:08.00
W,marathon,rio,2016,25,catherine bertone,ITA,2:33:29.00
W,marathon,rio,2016,26,eva vrabcova - nyvltova,CZE,2:33:51.00
W,marathon,rio,2016,27,lilia fisikowici,MDA,2:34:05.00
W,marathon,rio,2016,28,alyson dixon,GBR,2:34:11.00
W,marathon,rio,2016,29,maja neuenschwander,SUI,2:34:27.00
W,marathon,rio,2016,30,sonia samuels,GBR,2:34:36.00
W,marathon,rio,2016,31,lisa jane weightman,AUS,2:34:41.00
W,marathon,rio,2016,32,madai perez,MEX,2:34:42.00
W,marathon,rio,2016,33,olha kotovska,UKR,2:34:57.00
W,marathon,rio,2016,34,azucena diaz,ESP,2:35:02.00
W,marathon,rio,2016,35,krista duchene,CAN,2:35:29.00
W,marathon,rio,2016,36,jovana de la cruz,PER,2:35:49.00
W,marathon,rio,2016,37,rasa drazdauskaite,LTU,2:35:50.00
W,marathon,rio,2016,38,vaida zusinaite,LTU,2:35:53.00
W,marathon,rio,2016,39,kit-ching yiu,HKG,2:36:11.00
W,marathon,rio,2016,40,jessica draskau-petersson,DEN,2:36:14.00
W,marathon,rio,2016,41,beata naigambo,NAM,2:36:32.00
W,marathon,rio,2016,42,seul-ki ahn,KOR,2:36:50.00
W,marathon,rio,2016,43,angie orjuela,COL,2:37:05.00
W,marathon,rio,2016,44,anja scherl,GER,2:37:23.00
W,marathon,rio,2016,45,marina domantsevich,BLR,2:37:34.00
W,marathon,rio,2016,46,mai ito,JPN,2:37:37.00
W,marathon,rio,2016,47,veerle dejaeghere,BEL,2:37:39.00
W,marathon,rio,2016,48,margarita hernandez,MEX,2:38:15.00
W,marathon,rio,2016,49,kum ok kim,PRK,2:38:24.00
W,marathon,rio,2016,50,kenza dahmani tifahi,ALG,2:38:37.00
W,marathon,rio,2016,51,anne-mari hyrylainen,FIN,2:39:02.00
W,marathon,rio,2016,52,zsofia erdelyi,HUN,2:39:04.00
W,marathon,rio,2016,53,chao yue,CHN,2:39:09.00
W,marathon,rio,2016,54,sitora hamidova,UZB,2:39:45.00
W,marathon,rio,2016,55,anne holm baumeister,DEN,2:39:49.00
W,marathon,rio,2016,56,helalia johannes,NAM,2:39:55.00
